,Season,TeamID,Seed,OrdinalRank,PIE,FG_PCT,TURNOVER_RATE,OFF_REB_PCT,FT_RATE,4FACTOR,OFF_EFF,DEF_EFF,ASSIST_RATIO,DEF_REB_PCT,FT_PCT,WINPCT,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM_SOS,OppO_SOS,OppD_SOS,AdjEM_NCSOS,Season_ELO
635,2014,1243,9,47.0,0.5602132594173126,0.4931032316112616,0.15870633343385968,0.3426274980419094,0.4167823714975655,0.3679607313359863,110.84300573790108,103.77350259921562,16.37258812116664,0.6782652522845266,0.6590748042443344,0.625,14.1,107.8,93.7,63.3,0.001,8.17,110.5,102.3,-4.06,1872.8666150811073
636,2014,1113,10,37.0,0.5654507887550525,0.5243519892931767,0.14752146814364753,0.2414970240723091,0.42389880922340245,0.35850538895115475,112.73643019707791,103.3291979510789,15.31919827091135,0.7024063963344609,0.6917940907688007,0.65625,14.82,111.2,96.4,67.4,0.003,7.5,108.6,101.1,-2.6,1717.838081174007
637,2014,1234,11,49.0,0.6376534668113651,0.515109690466238,0.13470335362636607,0.3805430363307354,0.46894141295766034,0.3861695338028829,121.85915860173455,104.33143569535146,16.113814992654795,0.7131471138015613,0.738335807955486,0.625,20.44,120.2,99.8,68.6,-0.116,8.35,108.6,100.2,-6.19,1809.8451646913275
638,2014,1397,11,44.0,0.5922784483379872,0.4961469818822298,0.14310730916764924,0.39146910586444605,0.4198901498043694,0.37551296368834886,117.67497091244337,102.25593651692631,13.636588689303158,0.7277203683500875,0.7020369265230522,0.625,23.69,117.9,94.2,61.6,-0.099,8.12,108.9,100.8,1.46,1869.096561910267
639,2014,1301,12,66.0,0.5148892539928063,0.49545000095166286,0.13546769202761533,0.3481658899813205,0.37061690228795474,0.35727263672702625,114.02993721815217,112.00975499541667,14.32184272032183,0.6425293892705989,0.6571234600488012,0.6176470588235294,11.6,114.0,102.4,64.7,0.065,7.77,108.4,100.7,-4.31,1808.5214383137181
640,2014,1462,12,48.0,0.5527783171289586,0.5245124324785444,0.16128337904748485,0.34136682443297334,0.4319842492450646,0.3831968200266434,114.9800704548658,108.36143428245106,16.145877581483404,0.7154031934054981,0.6885199266355326,0.6363636363636364,13.11,112.9,99.8,64.2,0.017,7.89,109.1,101.2,0.41,1790.0797075627604
641,2014,1264,13,69.0,0.578670436461925,0.5118957533122666,0.16961449935836675,0.3430802599190854,0.5813524594513719,0.4029808470660211,113.67364999723631,102.83279740331024,13.479714772564074,0.6708703167467668,0.657490642083743,0.78125,10.21,107.2,97.0,67.7,-0.008,-0.2,105.6,105.8,3.46,1616.3313304837957
642,2014,1273,14,80.0,0.6058919064710272,0.5446104608405727,0.1553979388249569,0.3255574136102342,0.37503155635354307,0.37805988521754663,119.15237171023972,103.13482305416406,16.678431179930293,0.7007712044527425,0.7282601952778222,0.7419354838709677,8.34,110.8,102.4,63.6,0.022,-4.44,103.6,108.0,4.65,1590.921990192987
643,2014,1459,15,161.0,0.511930036015593,0.49244764060992574,0.1408897269414643,0.3069039694269371,0.3423093517484376,0.34492868462698945,110.1028266392988,106.28182330817634,14.281197926406964,0.7169366237534738,0.6668960962448738,0.5862068965517241,-1.94,100.6,102.6,60.5,0.025,-5.87,103.5,109.3,7.63,1472.338465487238
644,2014,1142,16,250.0,0.4579774936890644,0.4642950832865763,0.12618008325463165,0.308111871614913,0.33303553359942256,0.32884075849118444,107.95959034869634,112.23851470389923,13.788320625293501,0.6716443538138082,0.6998314618556238,0.36666666666666664,-0.82,103.6,104.4,58.8,-0.044,2.38,107.4,105.0,10.19,1490.7544215978944
645,2014,1411,16,260.0,0.5457790081694371,0.521542348800969,0.16761609290641905,0.32946644759740895,0.5078987632702057,0.39259906675700496,115.05094160652527,111.76656743384372,14.457434583827096,0.6906834544843254,0.7177172965631675,0.5625,-7.49,106.7,114.1,65.7,-0.004,-11.11,97.6,108.8,2.72,1374.4666223319798
646,2014,1112,1,1.0,0.6960206412031775,0.5169289080542234,0.13582205555771834,0.3737384796395797,0.4277489314289873,0.37963711275338297,118.27380174305901,93.56451464144124,16.369606597737572,0.7398829232914578,0.6604173584341009,0.8823529411764706,30.11,116.5,86.4,62.8,0.014,9.3,109.9,100.6,1.62,1965.1186818928772
647,2014,1458,2,6.0,0.6161372167271882,0.5312954776060522,0.11303504826604709,0.27781687689007506,0.45581098886232607,0.3647119768162966,121.30985293242712,106.41590498299588,14.402494017609307,0.7308547598750708,0.728099627293512,0.7878787878787878,25.89,122.0,96.1,62.4,0.019,11.44,110.2,98.8,3.33,1953.0019839649735
648,2014,1166,3,7.0,0.6084388647821624,0.5953253686438643,0.13489684876929517,0.27436860343761843,0.3510525963903297,0.37938596979594263,127.76924423922453,108.72517777712333,19.29299196880139,0.7226775489613795,0.7623120080744714,0.7878787878787878,21.72,124.2,102.5,63.6,0.024,7.5,108.5,101.0,1.31,1914.1899895979477
649,2014,1361,4,14.0,0.635446598869791,0.47245287626446025,0.12813839431299123,0.35907376043845185,0.45709501078341047,0.3613947527892339,112.67682806433552,95.69204826425994,10.834924856414037,0.7094197799457183,0.6409221931835847,0.8709677419354839,20.38,110.4,90.0,62.3,0.067,5.18,108.0,102.8,2.71,1926.4338844593217
650,2014,1328,5,20.0,0.5668832265579694,0.5211375431366951,0.13636242491156808,0.3223885926569737,0.4047082001014989,0.36772957202918966,119.44227617473726,110.18704690358226,14.87365509017824,0.6912937474711758,0.7485691771099472,0.71875,17.9,117.9,100.0,69.6,-0.022,9.13,110.2,101.0,0.5,1840.4371996380614
651,2014,1124,6,34.0,0.5511450241099517,0.5173399095749559,0.1503472131397866,0.41007425292069855,0.4495940227520631,0.39397672111187826,120.25213829559704,111.38235498471866,15.509558689082613,0.672349362638633,0.6684840294425947,0.6666666666666666,19.39,118.9,99.5,61.3,0.012,10.31,111.0,100.6,-0.36,1886.2695495424618
652,2014,1332,7,25.0,0.5809215353992029,0.5406515878925688,0.143925985467547,0.32356200680005437,0.4391838506244865,0.38283211047759824,121.06155395720354,109.01880963427269,15.026301481634686,0.681169632719431,0.7692824218276244,0.71875,19.02,118.9,99.9,67.5,-0.037000000000000005,7.39,109.1,101.8,-1.18,1828.2704934156964
653,2014,1211,8,26.0,0.6447427125292986,0.5548457903415474,0.14998111614424697,0.3020310936570023,0.4215847961651931,0.38307753332886013,120.01257603924722,102.30363164290034,16.102417350785974,0.709308813062467,0.7002262987128289,0.8181818181818182,20.14,114.0,93.8,65.0,0.016,5.05,109.0,103.9,2.2,1968.988325724693
654,2014,1329,9,40.0,0.6186037922999137,0.529020894882829,0.1316744270974658,0.2779455149397966,0.5094200166961339,0.3765290702198774,119.51852863975202,102.75122508867632,14.412930975615824,0.6809242526665866,0.7237111162742418,0.6363636363636364,20.98,115.9,95.0,67.2,-0.11,9.06,109.9,100.8,-1.15,1877.1214252705443
655,2014,1140,10,33.0,0.5638543447843685,0.511887086150333,0.13230451390937084,0.3495146434352303,0.4816247591197016,0.3799776054924773,118.70338605540007,109.2081663746287,14.998127943689031,0.7185730314570867,0.6848801032549372,0.6666666666666666,13.77,114.5,100.7,70.8,-0.004,6.59,109.6,103.0,8.43,1778.9979218270666
656,2014,1304,11,41.0,0.5246838182060125,0.48666698562931865,0.14905951757558183,0.25509873451627224,0.43731114600566423,0.34854809244972695,108.03061860892818,104.575779465689,11.458977595134659,0.7154233458807555,0.719266363405559,0.6129032258064516,12.64,108.8,96.1,64.7,0.047,9.3,108.4,99.1,-1.95,1749.2126358658177
657,2014,1295,12,38.0,0.5775006138739532,0.5534173383800722,0.13565747297266956,0.3164713564074946,0.42705342874063545,0.38263358918779056,123.14222790265049,110.89024493105025,13.609527843497844,0.7237646493902172,0.7497363921278045,0.7857142857142857,11.76,115.5,103.7,62.3,0.08900000000000001,1.38,106.8,105.4,5.32,1686.8976437828462
658,2014,1308,13,79.0,0.6404711731906612,0.5389468664748033,0.1608606555784424,0.38168346503968703,0.5595548146693126,0.41606382569286615,120.12876978997161,105.48424470055403,14.161171115155298,0.6716373421439815,0.6918324749121983,0.7352941176470589,10.54,112.9,102.4,65.2,-0.03,-3.64,103.0,106.7,2.6,1717.6397078455343
660,2014,1110,15,135.0,0.6021488222533486,0.566968648189837,0.2060934192691288,0.26702374776967974,0.3574980926939362,0.38534027755124345,110.48839923074945,101.57595123834773,18.147079598632644,0.7054565302452067,0.7210501861465346,0.625,4.57,103.4,98.9,59.7,0.006999999999999999,-2.59,103.6,106.2,-0.1,1483.905737471892
661,2014,1451,16,169.0,0.5541736815994793,0.5520045547765022,0.1717352714477495,0.2782984686000017,0.5177691086621606,0.39706069979186276,116.67996194770527,110.71362913198246,14.97260455608296,0.7162947456699142,0.7380242222631779,0.6071428571428571,-0.62,106.4,107.0,62.9,-0.009000000000000001,-6.78,103.3,110.0,6.69,1605.2095766320792
662,2015,1437,1,3.0,0.6641818033369834,0.5544671601150205,0.14464692061665352,0.32460525697829395,0.43755813087989043,0.388503365227814,122.76441114845437,97.89861751263793,17.388199450863713,0.6944856965897039,0.7240408296147418,0.9411764705882353,30.65,122.7,92.0,64.2,0.031,7.67,108.2,100.6,0.23,2031.8673648691154
663,2015,1438,2,6.0,0.7107888077728037,0.5146520608969449,0.13793211198231664,0.3374370387585902,0.3498864201044137,0.3603142231217372,116.38413507699856,90.04781635007403,15.748967743187315,0.7606412373371654,0.7228210663610956,0.90625,30.06,115.6,85.5,58.0,0.023,8.21,108.5,100.3,0.46,2048.1524095197806
664,2015,1328,3,14.0,0.6178247188321746,0.49492864860000585,0.15384267461420995,0.30470054118673856,0.3394986384494127,0.3482970320983144,110.20484977866894,96.05213220207457,13.524682331739251,0.6862961962007674,0.7398665607507805,0.6875,22.8,112.5,89.7,66.7,-0.045,11.0,110.2,99.2,1.05,1916.2309230014696
665,2015,1257,4,17.0,0.6250101909550324,0.4809114607203845,0.15167370286888399,0.3351836453040299,0.3917591053190056,0.35608360486403157,108.95776991726382,94.69537606632562,12.733726520252409,0.6948353895415688,0.6734298938093927,0.75,21.21,110.2,88.9,64.6,0.027000000000000003,9.69,109.5,99.8,-2.36,1999.2549631065986
666,2015,1320,5,11.0,0.6759359813063315,0.5696819061045221,0.162528550838221,0.25576687924194136,0.4111749414581424,0.38133451721847367,118.25971050744803,97.46751649788926,15.503054686661184,0.743938671986816,0.7379185437405659,0.9090909090909091,20.98,116.3,95.3,58.2,0.018000000000000002,1.42,104.4,103.0,0.61,1811.8266104956924
667,2015,1344,6,23.0,0.5710609423947048,0.48838552862819373,0.15381703835733004,0.34669711751275384,0.429202320509704,0.36752824261961636,111.71639036220243,104.60367144702036,15.266475964380941,0.7070143198565799,0.7053267529129632,0.6666666666666666,16.72,112.6,95.9,65.2,0.038,10.26,109.7,99.4,2.18,1823.856196630812
668,2015,1277,7,28.0,0.6097917599768337,0.5414419232894023,0.15361602318260187,0.3421677664438856,0.320461725376783,0.37148358720670593,116.63871792762636,103.02776226254876,18.262315156964544,0.7426300223288591,0.6285518047618177,0.6764705882352942,21.72,116.6,94.9,63.1,-0.017,10.49,110.3,99.8,-0.88,1939.2012272407944
669,2015,1301,8,45.0,0.5543772107802447,0.5003212964164445,0.13834820751633722,0.33281342915959733,0.3793732912464707,0.3581842499645522,113.87639640631767,106.41019083458262,13.160778796276487,0.6990017207228953,0.6869627123870999,0.6060606060606061,15.93,114.9,98.9,64.1,-0.003,9.84,109.3,99.5,-0.65,1838.002432399985
670,2015,1261,9,50.0,0.5877280916261756,0.5061401860913282,0.17643035585396727,0.33607272873784666,0.34894219311731545,0.3661195381151897,108.8424266972388,100.10052052026742,15.942919734152426,0.6714748353025479,0.6982433482305688,0.6875,13.76,108.9,95.1,69.3,-0.043,5.09,106.2,101.2,-4.77,1787.7282480407819
671,2015,1208,10,40.0,0.5844257896706375,0.4949043133516311,0.16895773331245245,0.3163535433841499,0.4882415659957944,0.3767081022449647,108.87556961286654,102.15029145821846,14.191592949611701,0.7141572607063884,0.6863392052340918,0.65625,15.09,109.6,94.5,64.1,0.001,8.73,108.6,99.9,1.41,1781.3554304725235
672,2015,1129,11,38.0,0.5909372130144641,0.5380504110627753,0.14322635426452282,0.27374306662399106,0.33396605397926665,0.3558702744129291,115.56901715390282,100.9006212999913,14.088824026316047,0.7417251239885223,0.7299143169279733,0.7419354838709677,13.85,111.9,98.1,62.8,0.009000000000000001,0.94,104.8,103.9,-0.31,1787.4525052837093
673,2015,1173,11,33.0,0.6027079488928309,0.5295131055250946,0.1616237522437706,0.2386456066995719,0.49601122260513747,0.3743419850016655,111.15277177371705,99.10938120004255,16.06918543426727,0.7239021574935929,0.6869424896193648,0.7575757575757576,14.24,109.2,95.0,63.4,0.022,3.39,105.4,102.0,0.07,1779.5114128771684
674,2015,1461,12,99.0,0.6033401521026368,0.5233815068518411,0.16962296548883032,0.2241848679487498,0.42191831927524664,0.359883065593981,108.50690948223048,100.24679140540367,17.52680696250683,0.7314224626071595,0.6956396243467271,0.71875,5.67,104.8,99.1,59.1,0.083,-1.04,103.0,104.1,-10.31,1681.4026417983016
675,2015,1414,13,110.0,0.5607432923510083,0.5092584567250755,0.15801810231695207,0.29590683526682826,0.3164346719018351,0.34985447610790904,109.10004688592119,103.337904273692,15.702232570212237,0.6981971163307303,0.6885002644428934,0.6129032258064516,7.09,106.3,99.2,63.4,-0.022,0.9,104.7,103.8,2.29,1598.923907921813
676,2015,1107,14,108.0,0.5649896719206948,0.5067961588370058,0.16570660476339708,0.3219172254161349,0.41704552699933006,0.37108538885877806,112.391976969618,103.2206984195945,12.745376058149512,0.753192606149259,0.7288648549246058,0.75,3.29,107.2,103.9,60.8,0.054000000000000006,-5.5,100.4,105.9,0.18,1522.4236519340911
677,2015,1125,15,107.0,0.5453121641454034,0.5651944686444377,0.18127109190282167,0.2923610841477363,0.34563861692439884,0.38171356980168764,114.65302643154723,109.20501240793277,16.529610416903207,0.7104040083570708,0.695699279242258,0.6774193548387096,2.27,110.2,107.9,66.9,0.065,-3.33,102.4,105.7,-1.68,1664.4225588551706
678,2015,1248,16,127.0,0.5270740059284903,0.5658728656240923,0.151267490456023,0.2758257622355653,0.317530908121444,0.3669608075289724,119.45103718696834,117.44982960138123,17.415923732889045,0.6687493485489326,0.7538816680231754,0.6129032258064516,-2.14,112.9,115.1,64.6,0.097,-4.01,103.0,107.0,-0.45,1453.2686566253722
679,2015,1181,1,5.0,0.6470171950031534,0.5690529031998176,0.14263350507906314,0.3707807565263334,0.40854523071699367,0.3987174734625087,126.75249701735042,102.87105690682756,16.412362259944835,0.7051053548593131,0.6905658154343159,0.8787878787878788,32.48,124.5,92.0,65.8,0.067,11.17,110.7,99.5,1.31,2061.3375737402457
680,2015,1211,2,8.0,0.7118149192463842,0.5855429231365665,0.1425783872688789,0.3337124436346435,0.39769693584309596,0.39625879517523943,126.29598387426971,98.55522767584576,17.7862678489354,0.7186553801294301,0.6997985473041765,0.9393939393939394,27.78,121.7,93.9,64.7,0.018000000000000002,4.37,107.3,102.9,3.0,2024.8797719054746
681,2015,1235,3,12.0,0.5973801120109294,0.5507827349888078,0.14045475807449156,0.27769654624237894,0.3832325105735487,0.3684509693486542,117.94251923236666,104.19954990814803,16.92618761835343,0.7110238759214307,0.6934284418452726,0.7575757575757576,21.49,119.0,97.5,69.6,0.005,10.59,109.0,98.5,-1.18,1938.3955949442457
682,2015,1207,4,19.0,0.5814904531220788,0.5110371900772817,0.16676338554445377,0.3356903296552292,0.44935272647729696,0.3806466973196665,113.42290037286274,103.58584816314291,14.587165601122647,0.6907284073005928,0.6979770525653378,0.6774193548387096,19.13,114.3,95.1,64.0,-0.0,10.23,110.5,100.3,3.24,1882.047772772871
683,2015,1428,5,15.0,0.6873726526646586,0.5583645748637466,0.15813669061938337,0.3133691439112916,0.4332998310821147,0.3905488060449201,119.71085805716152,95.94161767244542,16.3090704767389,0.7173457666380301,0.7040515323315215,0.7419354838709677,27.24,116.4,89.2,60.5,-0.054000000000000006,8.19,108.8,100.6,0.6,1835.5903851835214
684,2015,1374,6,16.0,0.6399515702127992,0.5256538731841262,0.16891699998414028,0.36875695255464674,0.4464651376906453,0.39321196043421164,115.75494647345432,99.65335582363895,17.395062406872416,0.7069198715724986,0.6997853995731835,0.8125,17.51,113.1,95.6,63.1,-0.004,2.52,105.3,102.8,0.99,1839.6830176823796
685,2015,1234,7,39.0,0.6023247186638803,0.4815444231862138,0.1477041850182794,0.3560723901443851,0.40576252492114184,0.3616226722961037,112.68619375799047,101.3319368655129,15.689342548685387,0.7025239525416132,0.7377830426185228,0.65625,19.02,114.2,95.1,63.7,-0.006999999999999999,8.58,108.9,100.4,-1.58,1847.0183972965942
686,2015,1361,8,27.0,0.6162696578265523,0.4687454191466404,0.15437836519586012,0.35783645489954957,0.3688798073347674,0.3529920210377462,105.8426855618631,91.84797240465846,12.405666242497837,0.7043010119467927,0.623997508891712,0.7575757575757576,15.95,104.9,89.0,60.4,0.026,3.63,106.1,102.5,3.5,1905.7469955955778
687,2015,1385,9,35.0,0.5553971953148665,0.494646689595463,0.13765986605661226,0.27470376068110297,0.36463808244610946,0.34191010685547535,109.8458005021053,104.61607036167334,13.79479997818196,0.6471239322664653,0.6912551119904278,0.6451612903225806,13.7,110.7,97.0,66.7,0.05,8.72,109.0,100.3,-1.5,1803.7677772162913
688,2015,1172,10,31.0,0.584749237480489,0.5613790874056919,0.1243798580399732,0.2970420328240654,0.2982048829725757,0.3597857384829695,123.23858100223208,107.75034473694487,18.00618737529806,0.7002935138889653,0.6799116225964053,0.7666666666666667,15.0,119.7,104.7,66.7,0.056,3.16,105.3,102.2,-3.78,1776.4703726814514
689,2015,1417,11,52.0,0.5142495552533217,0.4938431479068387,0.14998165036981212,0.3361090050684099,0.37368087844119513,0.35830660453504976,111.02498225465791,105.61532464652238,14.592194624349613,0.7201008289537967,0.663729648834295,0.6060606060606061,14.65,112.9,98.2,65.8,0.032,8.4,107.9,99.5,2.63,1823.1083581651235
690,2015,1372,12,44.0,0.6546257672458162,0.5624046692768782,0.1751591907013815,0.3795332187110027,0.4335671154892653,0.409693376451687,121.98538728375352,101.72842673855288,18.073626055896987,0.702829188095223,0.7278223497189547,0.8666666666666667,13.64,113.9,100.3,65.4,0.02,-5.56,102.2,107.7,0.63,1773.1340072650783
691,2015,1186,13,89.0,0.5218112040301215,0.5552364232462894,0.14139429774025455,0.29296190654861803,0.35875722890693845,0.3698491093793438,120.8285183108201,113.28827781469246,13.754957855620475,0.699301562564204,0.7134559617756338,0.7419354838709677,3.25,112.9,109.6,68.2,0.067,-3.75,104.2,108.0,3.94,1519.2376195946495
692,2015,1412,14,176.0,0.5435541243036911,0.48141789556147074,0.1775093908026909,0.33564244745391325,0.3800262837388865,0.3610769379768767,106.46595299885274,104.81899285903827,15.305673675181318,0.6705405139758004,0.7316562362121871,0.5454545454545454,3.06,104.9,101.9,64.7,0.025,0.29,103.9,103.6,3.4,1606.3388524036613
693,2015,1295,15,117.0,0.5373138670307932,0.496704192513102,0.14015018189250503,0.2645730119921951,0.3755202897473618,0.3429618683389104,108.88380049938105,104.05609036081941,11.853785060160392,0.7718414302452918,0.688163473373136,0.7,1.41,103.8,102.4,60.8,0.105,-4.21,102.9,107.1,-5.5,1661.1088769007986
694,2015,1316,16,160.0,0.5692499141674934,0.5361559858335418,0.16000828638163764,0.2884429888915835,0.4115729747789208,0.373889009923981,115.45584113251803,106.67511678068078,14.941280304652832,0.6837502226710872,0.7314293320292695,0.6451612903225806,2.26,108.4,106.2,67.1,-0.022,-7.19,101.0,108.2,2.23,1490.2384422248997
695,2015,1352,16,187.0,0.5139719458007028,0.5074256724161899,0.17877028744638088,0.30960001561138845,0.37586765025984886,0.3659629914893262,108.4806615014561,106.07231935622764,13.553533269563978,0.6436974292374489,0.7208735695544966,0.5757575757575758,-1.39,103.1,104.5,65.4,0.055,-4.59,102.7,107.3,2.49,1474.488300933526
696,2015,1246,1,1.0,0.8098855819867449,0.5201338884736094,0.13771288742279475,0.4027453590963824,0.45149872390166335,0.39075565764966835,122.10533467109363,88.14792129137878,15.896765974131988,0.6844695730849842,0.7198377127147405,1.0,36.91,121.3,84.4,62.4,0.048,8.58,108.7,100.1,3.13,2090.3706887060366
697,2015,1242,2,2.0,0.5851237198541337,0.49216950595712367,0.16374661863782874,0.34618386967283704,0.4482820756295644,0.3742835423213087,112.01322354030381,101.8402103362143,14.348893292181396,0.6880873581971768,0.7082003687510743,0.7647058823529411,22.72,114.5,91.8,67.0,0.07,13.17,110.6,97.4,9.57,1994.7138112578625
698,2015,1323,3,25.0,0.6219851597574106,0.5863982379967817,0.12893216992336695,0.2797954885244072,0.3780424047564504,0.3794577960979035,127.45932028143736,106.61108335410836,17.113255493425157,0.6870480068518336,0.7317543653024834,0.8529411764705882,24.96,125.4,100.4,63.4,0.062,7.59,107.7,100.1,-11.62,1914.1198040972988
699,2015,1268,4,9.0,0.6064885848523035,0.5099569184376663,0.16240440482252816,0.2872704138828114,0.45779542682870134,0.370707265381566,112.2153624333661,102.45702981791828,12.906921958644345,0.7000303157081613,0.757997414162541,0.8181818181818182,15.68,111.3,95.7,63.9,0.127,7.15,108.3,101.1,-3.33,1860.5656102291186
700,2015,1452,5,21.0,0.5454972740046462,0.467263776656925,0.15310070474681717,0.4072436371321212,0.4128324295892915,0.36855427871429225,112.29122317747397,101.65172256111819,14.395202902764472,0.6958919740254706,0.6532813239811349,0.71875,17.64,112.6,94.9,67.9,0.087,9.56,108.9,99.3,-2.65,1824.6816496822564
701,2015,1139,6,24.0,0.5738501830301687,0.4966790733449792,0.1483032755148797,0.3522714916012852,0.413295436797423,0.3681960620565821,112.19546167394827,98.85486442821446,12.890866396146812,0.7573142205601295,0.6729815442443752,0.6875,20.09,110.2,90.1,63.2,-0.023,9.72,110.6,100.9,0.69,1809.952321339917
702,2015,1455,7,18.0,0.6607812944699808,0.5090822309610813,0.1285429861733271,0.34207821743671063,0.3670932163923322,0.3592482648739562,117.84994094244053,95.75230773214238,15.861430400440433,0.7322151889049187,0.673468492929506,0.8709677419354839,22.21,115.8,93.6,62.3,0.022,3.24,105.5,102.3,3.44,1959.1284306739685
703,2015,1153,8,34.0,0.6280286871558564,0.5086071637216821,0.18195409632021065,0.3734294327713161,0.38165439241444266,0.3808654349851553,109.42676378391684,97.17310741280025,14.357882226304213,0.6846679935060948,0.6673525274998363,0.6875,14.15,108.2,94.0,59.8,-0.016,3.39,104.9,101.5,1.69,1866.2019708031703
704,2015,1345,9,56.0,0.6073783537545008,0.5091095508534909,0.1704805054728344,0.3582970388458328,0.4380732423891414,0.38363434083714265,112.31014357518566,103.83613730850725,16.137251094177934,0.6935144312184429,0.6749201831849281,0.6363636363636364,13.96,110.9,97.0,64.3,-0.006,7.45,109.0,101.6,-2.75,1767.2596963031306
705,2015,1231,10,58.0,0.5393852566636714,0.5503948417191783,0.14642482020618047,0.35244223737735836,0.32998125857403443,0.37674977800079323,121.31326666725539,112.27665650238751,15.096586003258773,0.696467512773183,0.7067656738366774,0.6060606060606061,13.83,119.8,106.0,66.6,-0.044,6.92,107.8,100.9,-5.96,1801.1311958389576
706,2015,1400,11,43.0,0.6447604960178972,0.49716583923331364,0.1691895749530063,0.3736872586281043,0.3901894713380719,0.3744296018579087,112.13591367667094,99.60066319898192,14.72662772876824,0.7101961746195046,0.7220714095309926,0.6060606060606061,18.94,112.4,93.4,62.0,-0.079,9.52,108.3,98.8,-2.47,1838.9667657117607
707,2015,1138,12,30.0,0.5758964204811393,0.48681628232782004,0.1396473699719923,0.34438071529080266,0.43247433786247613,0.3633856491616581,114.78962762892782,104.60550575796631,13.748112190606323,0.6972512811991791,0.7288999570584673,0.71875,11.87,111.3,99.4,68.3,0.001,1.83,106.0,104.2,0.81,1671.9156634790343
708,2015,1434,13,59.0,0.5859479779280209,0.5172223479154976,0.1635334525108187,0.34495101606147455,0.37667134495233434,0.3732632072490489,113.17718785879372,98.85092430250978,14.23270988269293,0.7235347152089912,0.6887198144891812,0.8333333333333334,11.13,107.4,96.3,62.3,0.053,-2.06,104.2,106.3,-3.69,1697.4367022152014
709,2015,1318,14,95.0,0.5722301474301168,0.5520736589317027,0.19137081226157387,0.2939910323290227,0.43486564792572047,0.3927002202927371,112.73407862431688,106.27880702136747,16.5526846926199,0.7530888598804326,0.7289322990539382,0.6764705882352942,5.12,108.3,103.1,63.3,0.025,-1.29,104.5,105.7,1.8,1566.4779159854616
710,2015,1308,15,114.0,0.618192025551972,0.512253948157294,0.18627281834682935,0.3903786919679364,0.4677492949408891,0.39970791648434567,113.07602162977315,99.22150128959534,13.540908005084862,0.6970705174516658,0.7030608777307119,0.6774193548387096,6.63,107.4,100.8,63.0,-0.042,-5.37,101.1,106.5,1.78,1710.959490510985
711,2015,1214,16,288.0,0.5075604118278334,0.4608024674290822,0.17511390187338743,0.324225328210336,0.44062690369974017,0.35903856363700803,101.89913415856319,103.89876862251052,11.51792193980118,0.692694941878896,0.6384494681437527,0.48484848484848486,-7.4,96.6,104.0,69.2,0.031,-7.48,99.5,106.9,-0.55,1353.2379422362426
712,2015,1264,16,179.0,0.5116130664604324,0.5014682346677672,0.1856720497226589,0.30431399700417683,0.498554540585694,0.38265128678646115,106.90621419741527,103.22240354156406,15.018493808842118,0.6624969347854166,0.6835248396236244,0.59375,0.31,101.9,101.6,67.7,-0.001,-3.59,102.0,105.6,-0.4,1590.3259255106868
713,2015,1458,1,4.0,0.6899628980187301,0.5450191010744447,0.10806859542462399,0.31512510444975844,0.37006604168808965,0.363559716429099,126.62476636348467,99.2783102707729,15.449088330524068,0.7608773429939122,0.7741196635040313,0.9117647058823529,33.72,129.0,95.2,58.7,0.015,11.03,109.8,98.8,5.3,2054.5217632986305
714,2015,1112,2,7.0,0.7160443539114919,0.5329521246806936,0.14529352203485893,0.3394440678123713,0.4789939852617431,0.38924214173272803,119.74614882045742,92.13966651635714,15.351747883144649,0.7813728210413018,0.6995853206048086,0.9117647058823529,32.36,119.9,87.5,65.8,-0.033,7.37,108.3,100.9,0.09,2056.6734099638397
715,2015,1124,3,10.0,0.5816860714463779,0.4994145832918775,0.16154553927801063,0.4156830429252682,0.3982715783098722,0.3830295634677881,115.36098201084027,100.77510644405143,15.508010538766875,0.6864458194291727,0.6689581642006681,0.71875,22.14,116.6,94.5,61.5,-0.035,10.22,108.9,98.7,-0.51,1925.88956490055
716,2015,1314,4,13.0,0.611265445704408,0.5162461807102168,0.1523695053767532,0.3961094089681849,0.3550744286590552,0.3770738947207703,117.11649377864472,103.34093115970208,17.42840212421573,0.7006468988467606,0.7076009343547359,0.6857142857142857,23.85,119.1,95.3,69.2,-0.026,12.76,111.1,98.3,7.64,1957.590339240954
717,2015,1116,5,22.0,0.5854869845265003,0.5025563510188791,0.1426149683670026,0.3492271307853964,0.37928887176497744,0.3634150394211282,115.73289315572592,104.61351877778594,16.012942838731544,0.6586184404483229,0.7176724002016097,0.7647058823529411,16.44,114.7,98.3,69.3,0.045,6.09,107.2,101.1,-3.44,1823.9047281163635
718,2015,1462,6,37.0,0.584755800561281,0.5345013827112512,0.15982663520210183,0.31176421593591847,0.3953138655519146,0.3754071349049969,115.07879679525324,105.80219413267366,17.595945560091124,0.731952709639984,0.7232835624552842,0.6176470588235294,19.49,116.6,97.1,65.0,-0.062,10.29,109.5,99.2,2.07,1832.6690722200092
719,2015,1433,7,20.0,0.5334000455712129,0.4879997928034092,0.13275535407660127,0.31350829197932195,0.37915769607344857,0.3479640684473958,112.22294301076431,101.69710106551322,13.495563671083385,0.6974415360391769,0.6591127716581955,0.7428571428571429,16.27,111.1,94.9,66.5,0.043,6.65,107.9,101.2,8.77,1866.879413809812
